id,topic_id,title,seq,answer_flag
2030552239210385408,2013513550915907586,是,0,0
2030552239210385409,2013513550915907586,不是,1,1
2019718352791457792,2013513731119984642,对,0,0
2019718352791457793,2013513731119984642,不对,1,1
2019718372651487232,2013513942575820802,需要,0,0
2019718372651487233,2013513942575820802,不需要,1,1
2019718387235082240,2013514152156803073,是,0,1
2019718387235082241,2013514152156803073,不是,1,0
2019718402217136128,2013514481283837954,正确,0,1
2019718402217136129,2013514481283837954,不正确,1,0
2019718420151980032,2013514732237434881,安全,0,0
2019718420151980033,2013514732237434881,不安全,1,1
2019718435129839616,2013514946918690817,正确,0,1
2019718435129839617,2013514946918690817,不正确,1,0
2019718450388717568,2013515139315609601,能拒绝,0,0
2019718450388717569,2013515139315609601,不能拒绝,1,1
2019718469653155840,2013520021783261186,正确,0,0
2019718469653155841,2013520021783261186,错误,1,1
2019718483733434368,2014228586059759618,正确,0,1
2019718483733434369,2014228586059759618,错误,1,0
2019718508836343808,2014229308839002113,能,0,0
2019718508836343809,2014229308839002113,不能,1,1
2019718526276259840,2014229430977134594,正确,0,1
2019718526276259841,2014229430977134594,不正确,1,0
2019718540885020672,2014229592906629122,正确,0,1
2019718540885020673,2014229592906629122,不正确,1,0
2019718591157948416,2014229733130600450,能信,0,0
2019718591157948417,2014229733130600450,不能信,1,1
2019718621491154944,2014229839569453057,正确,0,1
2019718621491154945,2014229839569453057,错误,1,0
2019718639929315328,2014229961170714626,正确,0,1
2019718639929315329,2014229961170714626,错误,1,0
2019718653460140032,2014230060047237122,能信,0,0
2019718653460140033,2014230060047237122,不能信,1,1
2019718668333142016,2014230175373819905,对,0,0
2019718668333142017,2014230175373819905,不对,1,1
2019718681998184448,2014230272912359425,正确,0,1
2019718681998184449,2014230272912359425,错误,1,0
2019718696275595264,2014230391527276545,正确,0,1
2019718696275595265,2014230391527276545,错误,1,0
2017078927183859712,2017078927159689217,手续费,0,0
2017078927183859713,2017078927159689217,利息,1,1
2017078927183859714,2017078927159689217, 服务费,2,0
2017078927183859715,2017078927159689217,工本费,3,0
2017078927183859716,2017078927159689217,管理费,4,0
2017079346949804032,2017079164670541826,机构自身,0,0
2017079346949804033,2017079164670541826,第三方,1,0
2017079346949804034,2017079164670541826,消费者,2,1
2017079346949804035,2017079164670541826,监管机构,3,0
2017079366897913856,2017079310934310914,未成年人的父母或其他监护人,0,1
2017079366897913857,2017079310934310914,未成年人本人,1,0
2017079366897913858,2017079310934310914,学校或教育机构,2,0
2017079366897913859,2017079310934310914,无需同意,3,0
2017079594833170432,2017079594808999938,《网络安全法》,0,0
2017079594833170433,2017079594808999938, 《中华人民共和国个人信息保护法》,1,1
2017079594833170434,2017079594808999938,《数据安全法》,2,0
2017079594833170435,2017079594808999938,《消费者权益保护法》,3,0
2017080095524016128,2017080095504039937,"""实名办理个人银行账户 """,0,0
2017080095524016129,2017080095504039937,出租本人名下的银行卡给他人使用,1,1
2017080095524016130,2017080095504039937,接听反诈预警劝阻电话 96110,2,0
2017080095524016131,2017080095504039937,向公安机关举报疑似诈骗线索,3,0
2017080185412145152,2017080185392168962,存款自愿、取款自由、存款有息、为存款人保密,0,1
2017080185412145153,2017080185392168962,存款自愿、取款自由、存款有息、信息公开,1,0
2017080185412145154,2017080185392168962,存款强制、取款自由、存款有息、为存款人保密,2,0
2017080185412145155,2017080185392168962,存款自愿、取款审批、存款有息、为存款人保密,3,0
2017080348096614400,2017080348076638210,公平交易权,0,0
2017080348096614401,2017080348076638210,知情权,1,1
2017080348096614402,2017080348076638210,自主选择权,2,0
2017080348096614403,2017080348076638210,依法求偿权,3,0
2017080432410513408,2017080432390537217,代替客户进行评估，进行不当提示,0,1
2017080432410513409,2017080432390537217,提供详细的产品信息和风险提示,1,0
2017080432410513410,2017080432390537217,根据客户需求推荐合适的产品,2,0
2017080432410513411,2017080432390537217,在客户同意后进行产品交易,3,0
2017080527260504064,2017080527227944962,确保销售人员具备相应的产品销售资质,0,1
2017080527260504065,2017080527227944962,仅需销售人员了解产品的基本信息,1,0
2017080527260504066,2017080527227944962,销售人员无需具备任何资质,2,0
2017080527260504067,2017080527227944962,销售人员资质由客户自行审核,3,0
2017080678494523392,2017080678470352897,受教育权,0,1
2017080678494523393,2017080678470352897,知情权,1,0
2017080678494523394,2017080678470352897,受尊重权,2,0
2017080678494523395,2017080678470352897,公平交易权,3,0
2017080874997665792,2017080874969300993,受教育权,0,0
2017080874997665793,2017080874969300993,依法求偿权,1,1
2017080874997665794,2017080874969300993,受尊重权,2,0
2017080874997665795,2017080874969300993,财产安全权,3,0
2017081000902283264,2017081000882307074,受教育权,0,0
2017081000902283265,2017081000882307074,依法求偿权,1,0
2017081000902283266,2017081000882307074,受尊重权,2,0
2017081000902283267,2017081000882307074,公平交易权,3,1
2017081105353035776,2017081105328865282,信息安全权,0,0
2017081105353035777,2017081105328865282,财产安全权,1,0
2017081105353035778,2017081105328865282,自主选择权,2,1
2017081105353035779,2017081105328865282,公平交易权,3,0
2017081218955759616,2017081218931589121,信息安全权,0,0
2017081218955759617,2017081218931589121,知情权,1,1
2017081218955759618,2017081218931589121,自主选择权,2,0
2017081218955759619,2017081218931589121,财产安全权,3,0
2017082288134180864,2017082288114204674,受教育权,0,0
2017082288134180865,2017082288114204674,依法求偿权,1,0
2017082288134180866,2017082288114204674,受尊重权,2,0
2017082288134180867,2017082288114204674,财产安全权,3,1
2017082410326839296,2017082410302668801,保险公司,0,0
2017082410326839297,2017082410302668801,保险销售人员,1,0
2017082410326839298,2017082410302668801,再保险公司,2,1
2017082410326839299,2017082410302668801,保险中介机构,3,0
2017082573887918080,2017082573867941890,20万元,0,0
2017082573887918081,2017082573867941890,50万元,1,1
2017082573887918082,2017082573867941890,100万元,2,0
2017082573887918083,2017082573867941890,200万元,3,0
2017082664396804096,2017082664376827906,7日,0,0
2017082664396804097,2017082664376827906,10日,1,0
2017082664396804098,2017082664376827906,15日,2,1
2017082664396804099,2017082664376827906,30日,3,0
2027941804485308416,2017082777211994114,立即按对方要求转账,0,0
2027941804485308417,2017082777211994114,先挂断电话，拨打官方客服或110核实,1,1
2027941804485308418,2017082777211994114,把验证码发给对方,2,0
2027941804485308419,2017082777211994114,把银行卡密码告诉对方,3,0
2017082881326206976,2017082881302036481,承诺高额固定回报,0,0
2017082881326206977,2017082881302036481,向社会不特定对象募资,1,0
2017082881326206978,2017082881302036481,办理正规金融监管备案,2,1
2017082881326206979,2017082881302036481,以虚假项目为幌子,3,0
2017082953661173760,2017082953641197569,适当性管理,0,1
2017082953661173761,2017082953641197569,个人信息保护,1,0
2017082953661173762,2017082953641197569,非法集资,2,0
2017082953661173763,2017082953641197569, 反诈防骗,3,0
2017083125069795328,2017083125024653313,公开信息,0,0
2017083125069795329,2017083125024653313,个人敏感信息,1,1
2017083125069795330,2017083125024653313,金融机构内部信息,2,0
2017083125069795331,2017083125024653313,无关信息,3,0
2017083348038995968,2017083348014825473,合法理财,0,0
2017083348038995969,2017083348014825473,非法集资,1,1
2017083348038995970,2017083348014825473,正常保险销售,2,0
2017083348038995971,2017083348014825473,银行存款业务,3,0
2027960664684949504,2017083454663393281,隐瞒风险，只强调收益,0,0
2027960664684949505,2017083454663393281,要求客户签署风险揭示书,1,1
2027960664684949506,2017083454663393281,替客户代签相关文件,2,0
2027960664684949507,2017083454663393281,向所有客户统一推荐,3,0
2027960680153542656,2017083539077955586,隐瞒风险，只强调收益,0,0
2027960680153542657,2017083539077955586,要求客户签署风险揭示书,1,1
2027960680153542658,2017083539077955586,替客户代签相关文件,2,0
2027960680153542659,2017083539077955586,向所有客户统一推荐,3,0
2017083705741824000,2017083705721847810,向正规金融机构提供信息,0,0
2017083705741824001,2017083705721847810,在公共WiFi环境下输入支付密码,1,1
2017083705741824002,2017083705721847810,妥善保管身份证复印件,2,0
2017083705741824003,2017083705721847810,定期更换银行卡密码,3,0
2017083795197939712,2017083795165380609,小额尝试，获取返利后加大投入,0,0
2017083795197939713,2017083795165380609,立即参与，邀请亲友一起做,1,0
2017083795197939714,2017083795165380609,拒绝邀请，识破其诈骗本质,2,1
2017083795197939715,2017083795165380609,向平台举报后，自己偷偷做,3,0
