id,title,reward_amount,create_time,update_time
1779279050947148,“套路贷”的“借款”是被告人侵吞被害人房产财产的借口，所以“套路贷”是以“借款”为名行非法占有被害人财物之实。而高利贷出借人希望借款人按约定支付高额利息并返还本金，目的是为了获取高额利息,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050947784,当你的朋友突然使用qq或者微信向你借钱时，立刻使用QQ或者微信转账。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050948127,当你在电商平台消费时，银行卡最安全的使用方式是专门办理一张银行卡，放入适当资金用于购物。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050948475,金融消费者在购买金融产品和接受金融服务过程中的财产安全由金融消费者自行负责。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050948793,某人一年多未联系的好友通过QQ向其借钱，并称自己银行卡已挂失，让其将钱打到一陌生人的账户之上，陈某觉得朋友既然开口，必定有困难需要帮助，便将钱汇向对方提供的账户里,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050949101,收到“有人为你点歌，请回复……”的手机信息后，最好是不予理睬。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050949437,游戏账号充值及交易，在非正规平台进行交易，与对方进行交易。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050949752,欲参加社会培训，只要看下培训方承诺的主要内容就可以了。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050950057,“天上不会掉馅饼，宣扬‘保本高收益’就是金融诈骗”的说法正确吗？,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050950385,“征信修复”不可信，任何人都无法删除或者修改信用报告上展示的正确信息，“征信修复”是骗局。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050950696,《保险法》规定，投保人故意不履行如实告知义务的，保险人对于合同解除前发生的保险事故不承担赔偿或者给付保险金的责任。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050951020,QQ或微信上收到好朋友借钱的消息，应电话联系该好友确定消息真假。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050951333,办理停息停贷后便不会影响征信。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050951675,保险公司不得使用强制搭售、信息系统或者网页默认勾选等方式与投保人订立保险合同。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050951978,保险公司和商业银行应当在客户投诉、退保等事件发生的第一时间积极处理，属于哪个部门由哪个部门负责，不得相互推诿，避免产生负面影响使事态扩大。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050952298,保险公司可以在保险事故发生后以不同于核保时的标准重新对保险标的或者被保险人的有关情况进行审核。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050952657,保险活动当事人行使权力、履行义务应当遵守诚实信用原则。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050952959,保险机构作为企业，其从业人员在业交往中收送礼物不受规定限制。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050953288,保险接触个人金融信息岗位的从业人员在上岗前，应当书面做出保密承诺。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050953613,保险金额是指投保人缴纳保险费的金额。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
1779279050953915,保险金融机构根据业务需要和风险防范，可以收集与业务无关的个人信息。,10.00,2026-05-20 20:10:50,2026-05-20 20:10:50
