id,title,reward_amount,create_time,update_time
2013513550915907586,基金和银行存款风险是一样的吗？,10.00,2026-01-20 15:26:54,2026-03-08 15:52:34
2013513731119984642,高风险的投资项目一定能获得高额收益，对吗？,10.00,2026-01-20 15:27:37,2026-02-06 18:22:35
2013513942575820802,存款保险制度，存款人需要交纳保费吗？,10.00,2026-01-20 15:28:28,2026-02-06 18:22:39
2013514152156803073,个人账户余额、账户交易情况是个人账户信息吗？,10.00,2026-01-20 15:29:18,2026-02-06 18:22:43
2013514481283837954,客户在银行营业网点购买理财产品，均需要进行录音录像。这说法正确吗？,10.00,2026-01-20 15:30:36,2026-02-06 18:22:46
2013514732237434881,使用银行的自助机具后，随意丢弃交易凭条，安全吗？,10.00,2026-01-20 15:31:36,2026-02-06 18:22:51
2013514946918690817,适度消费，按时且足额还款，这是珍惜、维护自己良好信用的行为，这说法正确吗？,10.00,2026-01-20 15:32:27,2026-02-06 18:22:54
2013515139315609601,"兑换残缺、污损人民币, 办理人民币存取款业务的金融机构能不能拒绝兑换？",10.00,2026-01-20 15:33:13,2026-02-06 18:22:58
2013520021783261186,金融机构在收集消费者个人信息时，无需经过消费者同意,10.00,2026-01-20 15:52:37,2026-02-06 18:23:02
2014228586059759618,金融机构应当为消费者提供便捷的投诉和举报渠道。,10.00,2026-01-22 14:48:12,2026-02-06 18:23:06
2014229308839002113,手机刷到一条广告，“低利息、无抵押”找XX网贷公司，你认为能信吗？,10.00,2026-01-22 14:51:04,2026-02-06 18:23:12
2014229430977134594,不使用来历不明的手机APP安装包，要从正规渠道下载，这说法正确吗？,10.00,2026-01-22 14:51:34,2026-02-06 18:23:16
2014229592906629122,非法集资的常见手段有：编造虚假项目、利用亲情诱骗。这说法正确吗？,10.00,2026-01-22 14:52:12,2026-02-06 18:23:19
2014229733130600450,张阿姨想把买的保险退掉，“热心人”说：“我来给你办全额退保，先缴500元代理费，退保成功后再收20%-50%手续费”，能相信吗？,10.00,2026-01-22 14:52:46,2026-02-06 18:23:31
2014229839569453057,“征信修复”不可信，任何人都无法删除或者修改信用报告上展示的正确信息，“征信修复”是骗局。,10.00,2026-01-22 14:53:11,2026-02-06 18:23:39
2014229961170714626,发现自己被骗子诱惑而进行汇款、转账操作后，首先应该第一时间联系银行、网络平台等支付机构采取相应措施并向公安机关报警，力争及时挽回损失。,10.00,2026-01-22 14:53:40,2026-02-06 18:23:43
2014230060047237122,所谓“投资顾问”称自己有个交易平台可保你稳赚不赔，能信吗？,10.00,2026-01-22 14:54:04,2026-02-06 18:23:46
2014230175373819905,当你买完飞机票，却收到航班延误的短信通知，你直接拨打了短信电话退票，这种做法对吗？,10.00,2026-01-22 14:54:31,2026-02-06 18:23:50
2014230272912359425,小朱将自己闲置的电话卡、银行卡出售给他人用来“刷流水”，小朱的行为是违法的。,10.00,2026-01-22 14:54:54,2026-02-06 18:23:53
2014230391527276545,在日常生活中误收假币，不应再使用，应上缴当地银行或公安机关。,10.00,2026-01-22 14:55:23,2026-02-06 18:23:56
2017078927159689217,依据《银行保险机构消费者权益保护管理办法》，银行保险机构不得从贷款本金中预先扣除什么？,10.00,2026-01-30 11:34:26,
2017079164670541826,《银行保险机构消费者权益保护管理办法》规定，银行保险机构不得在格式合同中不合理地加重谁的责任？,10.00,2026-01-30 11:35:23,2026-01-30 11:36:06
2017079310934310914,处理不满十四周岁未成年人个人信息的，应当取得谁的同意？,10.00,2026-01-30 11:35:58,2026-01-30 11:36:11
2017079594808999938,"""根据我国个人信息保护相关法律规定，处理个人信息应当遵循 “最小必要” 原则，即收集信息应仅限于实现处理目的的最小范围，不得过度收集。这一要求的核心法律依据是（ ）？ """,10.00,2026-01-30 11:37:06,
2017080095504039937,"""根据我国专门防范电信网络诈骗的法律规定，以下哪种行为是明确被禁止的？（ ） """,10.00,2026-01-30 11:39:05,
2017080185392168962,根据《商业银行法》，商业银行办理个人储蓄存款业务，应当遵循的原则是（ ）。,10.00,2026-01-30 11:39:26,
2017080348076638210,保险公司在订立保险合同时，应当向投保人说明合同的内容，这体现了保险消费者的（ ）。,10.00,2026-01-30 11:40:05,
2017080432390537217,根据《金融机构产品适当性管理办法》，金融机构在推介、销售或交易过程中，以下哪种行为是被禁止的？,10.00,2026-01-30 11:40:25,
2017080527227944962,根据《金融机构产品适当性管理办法》，金融机构在销售产品时应如何管理销售人员资质？,10.00,2026-01-30 11:40:48,
2017080678470352897,金融机构积极组织或参与金融知识普及活动，帮助金融消费者提高对金融产品和服务的认知能力及自我保护能力，提升金融消费者金融素养和诚实守信意识。属于保障金融消费者的（        ）。,10.00,2026-01-30 11:41:24,
2017080874969300993,金融机构履行金融消费者投诉处理主体责任，在机构内部建立多层级投诉处理机制，完善投诉处理程序，建立投诉办理情况查询系统，提高金融消费者投诉处理质量和效率，接受社会监督。属于保障金融消费者的（        ）。,10.00,2026-01-30 11:42:11,
2017081000882307074,金融机构在格式合同中加重金融消费者责任、限制或者排除金融消费者合法权利，限制金融消费者寻求法律救济途径，减轻、免除本机构损害金融消费者合法权益应当承担的民事责任。这属于侵害金融消费者的（        ）。,10.00,2026-01-30 11:42:41,
2017081105328865282,金融机构在法律法规和监管规定允许范围内，充分尊重金融消费者意愿，由消费者自主选择、自行决定是否购买金融产品或接受金融服务。属于保障金融消费者的（        ）。,10.00,2026-01-30 11:43:06,
2017081218931589121,金融机构以通俗易懂的语言，及时、真实、准确、全面地向金融消费者披露可能影响其决策的信息，充分提示风险。属于保障金融消费者的（        ）。,10.00,2026-01-30 11:43:33,
2017082288114204674,金融机构审慎经营，采取严格的内控措施和科学的技术监控手段，严格区分机构自身资产与客户资产，不挪用、占用客户资金。属于保障金融消费者的（        ）。,10.00,2026-01-30 11:47:48,
2017082410302668801,根据《保险销售行为管理办法》，以下哪类机构或个人不得从事保险销售行为？（    ）,10.00,2026-01-30 11:48:17,
2017082573867941890,《存款保险条例》规定，存款保险实行限额偿付，最高偿付限额为人民币（ ）万元。,10.00,2026-01-30 11:48:56,
2017082664376827906,根据《银行业保险业消费投诉处理管理办法》，对于事实清楚、争议情况简单的消费投诉，银行保险机构应当自收到消费投诉之日起（ ）日内作出处理决定并告知投诉人。,10.00,2026-01-30 11:49:17,
2017082777211994114,遇到“冒充公检法”要求转账到“安全账户”的电话，正确的做法,10.00,2026-01-30 11:49:44,2026-03-01 10:59:38
2017082881302036481,以下哪种行为不属于非法集资的常见特征？,10.00,2026-01-30 11:50:09,
2017082953641197569,金融机构在向客户销售产品前，需根据客户的风险承受能力推荐匹配产品，这体现了（）的要求。,10.00,2026-01-30 11:50:26,
2017083125024653313,个人身份证号、银行卡号、支付密码等信息属于（），受法律严格保护。,10.00,2026-01-30 11:51:07,
2017083348014825473,某公司以“投资虚拟货币，保本高收益”为噱头募资，该行为可能涉嫌（）。,10.00,2026-01-30 11:52:00,
2017083454663393281,金融机构向客户销售高风险理财产品时，应当（）。,10.00,2026-01-30 11:52:26,2026-03-01 12:14:35
2017083539077955586,金融机构向客户销售高风险理财产品时，应当（）。,10.00,2026-01-30 11:52:46,2026-03-01 12:14:38
2017083705721847810,以下哪种个人信息泄露途径最常见？,10.00,2026-01-30 11:53:26,
2017083795165380609,面对“刷单返利”的网络邀请，正确的做法是（）。,10.00,2026-01-30 11:53:47,
2017083947737382914,"接到自称""公安机关""的电话，称您涉嫌洗钱犯罪，需将资金转入""安全账户""配合调查，正确的应对方式是？",10.00,2026-01-30 11:54:23,
2017084110195359745,人身保险的受益人由谁指定（）,10.00,2026-01-30 11:55:02,
2017084193234190338,金融机构向金融消费者提供金融产品或服务时，应遵循（）原则，不得设置违反公平原则的交易条件。,10.00,2026-01-30 11:55:22,
2017084267892801538,“双录”制度是指金融机构在销售理财、保险等关键产品时，必须实施（ ）,10.00,2026-01-30 11:55:40,
2017156504142446594,金融机构向金融消费者提供金融产品或服务时，应遵循（）原则，不得设置违反公平原则的交易条件。,10.00,2026-01-30 16:42:42,
2017156590524137474,“双录”制度是指金融机构在销售理财、保险等关键产品时，必须实施（ ）,10.00,2026-01-30 16:43:03,
2017156686238154753,下列哪类产品不得向风险承受能力最低类别的投资者销售？（ ）,10.00,2026-01-30 16:43:26,
2017156827166769154,保险销售中，保险人必须对保险合同中的（ ）条款向投保人进行明确说明，否则该条款可能不产生效力。,10.00,2026-01-30 16:43:59,
2017156913217110018,保险公司处理投诉应建立的渠道包括？,10.00,2026-01-30 16:44:20,
2017157030527598594,​根据通知要求，保险公司在销售保险产品时，应如何确保宣传内容的准确性？,10.00,2026-01-30 16:44:48,
2017157267719684097,​根据通知要求，保险公司在销售保险产品时，应如何确保宣传内容的准确性？,10.00,2026-01-30 16:45:44,
2017157681454219266,"""在互联网保险业务管理中，保险公司应如何确保销售服务质量？ """,10.00,2026-01-30 16:47:23,
2017157791718277122,金融机构对老年消费者提供的服务要求不包括？,10.00,2026-01-30 16:47:49,
2017158388869726210,金融机构开展营销宣传时，禁止使用的表述是？,10.00,2026-01-30 16:50:12,
